CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;107646;USF XV - SILVINO DANTAS II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;337;275;448;321;34525;481;71,8
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;107727;USF VIII - CASTELO BRANCO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;231;228;217;212;22200;305;72,8
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;2374706;ESF II CASTELO BRANCO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;227;220;233;204;22100;314;70,4
2665476;UNIDADE DE SAUDE DA FAMILIA X PALMA;CENTRO DE SAUDE/UNIDADE BASICA;107662;USF X - PALMA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;186;52;357;75;16750;365;45,9
2665654;UNIDADE DE SAUDE DA FAMILIA III VILA DO PRINCIPE;CENTRO DE SAUDE/UNIDADE BASICA;107786;USF III - VILA DO PRINCIPE;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;235;216;193;243;22175;298;74,4
7777086;UNIDADE BASCA DE SAUDE BOA PASSAGEM II;CENTRO DE SAUDE/UNIDADE BASICA;1581651;USF XXVIII - BOA PASSAGEM II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;244;230;299;230;25075;319;78,6
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;107689;USF VII - BARRA NOVA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;315;291;344;208;28950;424;68,3
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;107700;USF I - BOA PASSAGEM;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;268;230;331;228;26425;351;75,3
2665611;UNIDADE BASICA DE SAUDE PARAIBA;CENTRO DE SAUDE/UNIDADE BASICA;107743;USF XVIII - PARAIBA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;329;241;405;214;29725;447;66,5
7493657;UNIDADE BASICA DE SAUDE PARAIBA II;CENTRO DE SAUDE/UNIDADE BASICA;1526855;USF XXIV - PARAIBA II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;240;192;291;138;21525;343;62,8
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;2375087;ESF 2ª BARRA NOVA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;245;220;257;229;23775;324;73,4
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;2374951;ESF 2ª SILVINO DANTAS;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;252;201;279;194;23150;330;70,2
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;107778;USF IV - WALFREDO GURGEL;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;217;169;217;196;19975;249;80,2
2665433;UNIDADE DE SAUDE DA FAMILIA IX SOLEDADE;CENTRO DE SAUDE/UNIDADE BASICA;107638;USF IX - SOLEDADE;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;244;226;294;250;25350;331;76,6
2665719;UNIDADE BASICA DE SAUDE JOAO PAULO II;CENTRO DE SAUDE/UNIDADE BASICA;107816;USF XXIII - JOAO PAULO II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;151;103;81;23;8950;181;49,4
2665581;UNIDADE DE SAUDE DA FAMILIA VI JOAO XXIII;CENTRO DE SAUDE/UNIDADE BASICA;107719;USF VI - JOAO XXIII;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;331;274;418;49;26800;443;60,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;2374617;ESF 2ª BOA PASSAGEM;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;216;202;282;217;22925;288;79,6
2665638;UNIDADE DE SAUDE DA FAMILIA XIII NOVA DESCOBERTA;CENTRO DE SAUDE/UNIDADE BASICA;107751;USF XIII - NOVA DESCOBERTA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;117;120;89;88;10350;167;62
2665662;UNIDADE DE SAUDE DA FAMILIA V PAULO VI;CENTRO DE SAUDE/UNIDADE BASICA;107794;USF V - PAULO VI;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;327;274;406;115;28050;434;64,6
2665468;UNIDADE DE SAUDE DA FAMILIA XIV FREI DAMIAO SABUGI;CENTRO DE SAUDE/UNIDADE BASICA;107654;USF XIV - FREI DAMIAO SABUGI;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;136;123;94;128;12025;194;62
7577273;UNIDADE BASICA DE SAUDE NOVA CAICO;CENTRO DE SAUDE/UNIDADE BASICA;1557750;USF XXV - NOVA CAICO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;208;193;164;229;19850;257;77,2
2665492;UNIDADE BASICA DE SAUDE ITANS;CENTRO DE SAUDE/UNIDADE BASICA;1567810;USF XXVI - ITANS;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;215;161;251;212;20975;315;66,6
6271928;UNIDADE BASICA SILVINO DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;107832;USF XVII - CENTRO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;241;228;239;178;22150;330;67,1
2665417;UNIDADE BASICA DE SAUDE SAMANAU;CENTRO DE SAUDE/UNIDADE BASICA;107611;USF XXII - SAMANAU;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;198;181;285;170;20850;297;70,2
2665506;UNIDADE DE SAUDE DA FAMILIA XII LAGINHAS;CENTRO DE SAUDE/UNIDADE BASICA;107670;USF XII - LAGINHAS;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;164;160;118;76;12950;227;57
2665670;UNIDADE DE SAUDE DA FAMILIA II ALTO DA BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;107808;USF II - ALTO DA BOA VISTA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;297;291;308;60;23900;345;69,3
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;1573535;USF XXVII - WALFREDO GURGEL II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;305;262;286;273;28150;360;78,2
2665409;UNIDADE BASICA DE SAUDE XXI RECREIO;CENTRO DE SAUDE/UNIDADE BASICA;107603;USF XXI - RECREIO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;256;197;153;240;21150;343;61,7
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;107646;USF XV - SILVINO DANTAS II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;337;275;448;321;34525;481;71,8
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;107727;USF VIII - CASTELO BRANCO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;231;228;217;212;22200;305;72,8
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;2374706;ESF II CASTELO BRANCO;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;227;220;233;204;22100;314;70,4
2665476;UNIDADE DE SAUDE DA FAMILIA X PALMA;CENTRO DE SAUDE/UNIDADE BASICA;107662;USF X - PALMA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;186;52;357;75;16750;365;45,9
2665654;UNIDADE DE SAUDE DA FAMILIA III VILA DO PRINCIPE;CENTRO DE SAUDE/UNIDADE BASICA;107786;USF III - VILA DO PRINCIPE;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;235;216;193;243;22175;298;74,4
7777086;UNIDADE BASCA DE SAUDE BOA PASSAGEM II;CENTRO DE SAUDE/UNIDADE BASICA;1581651;USF XXVIII - BOA PASSAGEM II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;244;230;299;230;25075;319;78,6
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;107689;USF VII - BARRA NOVA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;315;291;344;208;28950;424;68,3
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;107700;USF I - BOA PASSAGEM;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;268;230;331;228;26425;351;75,3
2665611;UNIDADE BASICA DE SAUDE PARAIBA;CENTRO DE SAUDE/UNIDADE BASICA;107743;USF XVIII - PARAIBA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;329;241;405;214;29725;447;66,5
7493657;UNIDADE BASICA DE SAUDE PARAIBA II;CENTRO DE SAUDE/UNIDADE BASICA;1526855;USF XXIV - PARAIBA II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;240;192;291;138;21525;343;62,8
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;2375087;ESF 2ª BARRA NOVA;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;245;220;257;229;23775;324;73,4
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;2374951;ESF 2ª SILVINO DANTAS;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;252;201;279;194;23150;330;70,2
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;107778;USF IV - WALFREDO GURGEL;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;217;169;217;196;19975;249;80,2
2665433;UNIDADE DE SAUDE DA FAMILIA IX SOLEDADE;CENTRO DE SAUDE/UNIDADE BASICA;107638;USF IX - SOLEDADE;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;244;226;294;250;25350;331;76,6
2665719;UNIDADE BASICA DE SAUDE JOAO PAULO II;CENTRO DE SAUDE/UNIDADE BASICA;107816;USF XXIII - JOAO PAULO II;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;151;103;81;23;8950;181;49,4
2665581;UNIDADE DE SAUDE DA FAMILIA VI JOAO XXIII;CENTRO DE SAUDE/UNIDADE BASICA;107719;USF VI - JOAO XXIII;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;331;274;418;49;26800;443;60,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;2374617;ESF 2ª BOA PASSAGEM;eSF;CAICÓ;4ª RS;Janeiro;Hipertensão;216;202;282;217;22925;288;79,6
2665638;UNIDADE DE SAUDE DA FAMILIA XIII NOVA DESCOBERTA;CENTRO DE SAUDE/UNIDADE BASICA;107751;USF XIII - NOVA DESCOBERTA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;115;118;90;86;10225;164;62,3
2665662;UNIDADE DE SAUDE DA FAMILIA V PAULO VI;CENTRO DE SAUDE/UNIDADE BASICA;107794;USF V - PAULO VI;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;325;278;405;115;28075;436;64,4
2665468;UNIDADE DE SAUDE DA FAMILIA XIV FREI DAMIAO SABUGI;CENTRO DE SAUDE/UNIDADE BASICA;107654;USF XIV - FREI DAMIAO SABUGI;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;134;122;93;130;11975;197;60,8
7577273;UNIDADE BASICA DE SAUDE NOVA CAICO;CENTRO DE SAUDE/UNIDADE BASICA;1557750;USF XXV - NOVA CAICO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;180;166;132;196;16850;226;74,6
2665492;UNIDADE BASICA DE SAUDE ITANS;CENTRO DE SAUDE/UNIDADE BASICA;1567810;USF XXVI - ITANS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;219;166;254;212;21275;314;67,8
6271928;UNIDADE BASICA SILVINO DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;107832;USF XVII - CENTRO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;244;231;251;186;22800;331;68,9
2665417;UNIDADE BASICA DE SAUDE SAMANAU;CENTRO DE SAUDE/UNIDADE BASICA;107611;USF XXII - SAMANAU;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;188;170;285;164;20175;299;67,5
2665506;UNIDADE DE SAUDE DA FAMILIA XII LAGINHAS;CENTRO DE SAUDE/UNIDADE BASICA;107670;USF XII - LAGINHAS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;170;164;120;73;13175;232;56,8
2665670;UNIDADE DE SAUDE DA FAMILIA II ALTO DA BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;107808;USF II - ALTO DA BOA VISTA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;281;275;305;57;22950;341;67,3
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;1573535;USF XXVII - WALFREDO GURGEL II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;298;250;281;251;27000;359;75,2
2665409;UNIDADE BASICA DE SAUDE XXI RECREIO;CENTRO DE SAUDE/UNIDADE BASICA;107603;USF XXI - RECREIO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;249;202;148;246;21125;342;61,8
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;107646;USF XV - SILVINO DANTAS II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;341;259;454;322;34400;483;71,2
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;107727;USF VIII - CASTELO BRANCO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;218;211;217;215;21525;303;71
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;2374706;ESF II CASTELO BRANCO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;222;218;249;204;22325;311;71,8
2665476;UNIDADE DE SAUDE DA FAMILIA X PALMA;CENTRO DE SAUDE/UNIDADE BASICA;107662;USF X - PALMA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;166;55;352;70;16075;360;44,7
2665654;UNIDADE DE SAUDE DA FAMILIA III VILA DO PRINCIPE;CENTRO DE SAUDE/UNIDADE BASICA;107786;USF III - VILA DO PRINCIPE;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;242;224;191;260;22925;320;71,6
7777086;UNIDADE BASCA DE SAUDE BOA PASSAGEM II;CENTRO DE SAUDE/UNIDADE BASICA;1581651;USF XXVIII - BOA PASSAGEM II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;245;218;296;231;24750;321;77,1
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;107689;USF VII - BARRA NOVA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;322;290;352;208;29300;434;67,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;107700;USF I - BOA PASSAGEM;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;259;219;323;224;25625;352;72,8
2665611;UNIDADE BASICA DE SAUDE PARAIBA;CENTRO DE SAUDE/UNIDADE BASICA;107743;USF XVIII - PARAIBA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;327;240;407;190;29100;444;65,5
7493657;UNIDADE BASICA DE SAUDE PARAIBA II;CENTRO DE SAUDE/UNIDADE BASICA;1526855;USF XXIV - PARAIBA II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;230;193;280;135;20950;334;62,7
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;2375087;ESF 2ª BARRA NOVA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;254;216;265;250;24625;345;71,4
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;2374951;ESF 2ª SILVINO DANTAS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;251;206;280;199;23400;336;69,6
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;107778;USF IV - WALFREDO GURGEL;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;211;168;207;199;19625;243;80,8
2665433;UNIDADE DE SAUDE DA FAMILIA IX SOLEDADE;CENTRO DE SAUDE/UNIDADE BASICA;107638;USF IX - SOLEDADE;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;218;202;272;231;23075;312;74
2665719;UNIDADE BASICA DE SAUDE JOAO PAULO II;CENTRO DE SAUDE/UNIDADE BASICA;107816;USF XXIII - JOAO PAULO II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;125;83;87;21;7900;175;45,1
2665581;UNIDADE DE SAUDE DA FAMILIA VI JOAO XXIII;CENTRO DE SAUDE/UNIDADE BASICA;107719;USF VI - JOAO XXIII;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;321;264;403;47;25875;435;59,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;2374617;ESF 2ª BOA PASSAGEM;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;201;183;276;215;21875;282;77,6
2665638;UNIDADE DE SAUDE DA FAMILIA XIII NOVA DESCOBERTA;CENTRO DE SAUDE/UNIDADE BASICA;107751;USF XIII - NOVA DESCOBERTA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;115;118;90;86;10225;164;62,3
2665662;UNIDADE DE SAUDE DA FAMILIA V PAULO VI;CENTRO DE SAUDE/UNIDADE BASICA;107794;USF V - PAULO VI;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;325;278;405;115;28075;436;64,4
2665468;UNIDADE DE SAUDE DA FAMILIA XIV FREI DAMIAO SABUGI;CENTRO DE SAUDE/UNIDADE BASICA;107654;USF XIV - FREI DAMIAO SABUGI;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;134;122;93;130;11975;197;60,8
7577273;UNIDADE BASICA DE SAUDE NOVA CAICO;CENTRO DE SAUDE/UNIDADE BASICA;1557750;USF XXV - NOVA CAICO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;180;166;132;196;16850;226;74,6
2665492;UNIDADE BASICA DE SAUDE ITANS;CENTRO DE SAUDE/UNIDADE BASICA;1567810;USF XXVI - ITANS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;219;166;254;212;21275;314;67,8
6271928;UNIDADE BASICA SILVINO DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;107832;USF XVII - CENTRO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;244;231;251;186;22800;331;68,9
2665417;UNIDADE BASICA DE SAUDE SAMANAU;CENTRO DE SAUDE/UNIDADE BASICA;107611;USF XXII - SAMANAU;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;188;170;285;164;20175;299;67,5
2665506;UNIDADE DE SAUDE DA FAMILIA XII LAGINHAS;CENTRO DE SAUDE/UNIDADE BASICA;107670;USF XII - LAGINHAS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;170;164;120;73;13175;232;56,8
2665670;UNIDADE DE SAUDE DA FAMILIA II ALTO DA BOA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;107808;USF II - ALTO DA BOA VISTA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;281;275;305;57;22950;341;67,3
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;1573535;USF XXVII - WALFREDO GURGEL II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;298;250;281;251;27000;359;75,2
2665409;UNIDADE BASICA DE SAUDE XXI RECREIO;CENTRO DE SAUDE/UNIDADE BASICA;107603;USF XXI - RECREIO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;249;202;148;246;21125;342;61,8
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;107646;USF XV - SILVINO DANTAS II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;341;259;454;322;34400;483;71,2
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;107727;USF VIII - CASTELO BRANCO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;218;211;217;215;21525;303;71
2665603;UNIDADE DE SAUDE DA FAMILIA VIII CASTELO BRANCO;CENTRO DE SAUDE/UNIDADE BASICA;2374706;ESF II CASTELO BRANCO;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;222;218;249;204;22325;311;71,8
2665476;UNIDADE DE SAUDE DA FAMILIA X PALMA;CENTRO DE SAUDE/UNIDADE BASICA;107662;USF X - PALMA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;166;55;352;70;16075;360;44,7
2665654;UNIDADE DE SAUDE DA FAMILIA III VILA DO PRINCIPE;CENTRO DE SAUDE/UNIDADE BASICA;107786;USF III - VILA DO PRINCIPE;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;242;224;191;260;22925;320;71,6
7777086;UNIDADE BASCA DE SAUDE BOA PASSAGEM II;CENTRO DE SAUDE/UNIDADE BASICA;1581651;USF XXVIII - BOA PASSAGEM II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;245;218;296;231;24750;321;77,1
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;107689;USF VII - BARRA NOVA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;322;290;352;208;29300;434;67,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;107700;USF I - BOA PASSAGEM;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;259;219;323;224;25625;352;72,8
2665611;UNIDADE BASICA DE SAUDE PARAIBA;CENTRO DE SAUDE/UNIDADE BASICA;107743;USF XVIII - PARAIBA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;327;240;407;190;29100;444;65,5
7493657;UNIDADE BASICA DE SAUDE PARAIBA II;CENTRO DE SAUDE/UNIDADE BASICA;1526855;USF XXIV - PARAIBA II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;230;193;280;135;20950;334;62,7
2665565;UNIDADE DE SAUDE DA FAMILIA VII BARRA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;2375087;ESF 2ª BARRA NOVA;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;254;216;265;250;24625;345;71,4
2665441;UNIDADE BASICA SILVINO DANTAS II;CENTRO DE SAUDE/UNIDADE BASICA;2374951;ESF 2ª SILVINO DANTAS;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;251;206;280;199;23400;336;69,6
7680538;UNIDADE BASICA DE SAUDE WALFREDO GURGEL II;CENTRO DE SAUDE/UNIDADE BASICA;107778;USF IV - WALFREDO GURGEL;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;211;168;207;199;19625;243;80,8
2665433;UNIDADE DE SAUDE DA FAMILIA IX SOLEDADE;CENTRO DE SAUDE/UNIDADE BASICA;107638;USF IX - SOLEDADE;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;218;202;272;231;23075;312;74
2665719;UNIDADE BASICA DE SAUDE JOAO PAULO II;CENTRO DE SAUDE/UNIDADE BASICA;107816;USF XXIII - JOAO PAULO II;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;125;83;87;21;7900;175;45,1
2665581;UNIDADE DE SAUDE DA FAMILIA VI JOAO XXIII;CENTRO DE SAUDE/UNIDADE BASICA;107719;USF VI - JOAO XXIII;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;321;264;403;47;25875;435;59,5
2665573;UNIDADE DE SAUDE DA FAMILIA I BOA PASSAGEM;CENTRO DE SAUDE/UNIDADE BASICA;2374617;ESF 2ª BOA PASSAGEM;eSF;CAICÓ;4ª RS;Fevereiro;Hipertensão;201;183;276;215;21875;282;77,6
2665638;UNIDADE DE SAUDE DA FAMILIA XIII NOVA DESCOBERTA;CENTRO DE SAUDE/UNIDADE BASICA;107751;USF XIII - NOVA DESCOBERTA;eSF;CAICÓ;4ª RS;Março;Hipertensão;134;136;117;98;12125;181;67
2665662;UNIDADE DE SAUDE DA FAMILIA V PAULO VI;CENTRO DE SAUDE/UNIDADE BASICA;107794;USF V - PAULO VI;eSF;CAICÓ;4ª RS;Março;Hipertensão;330;274;408;109;28025;438;64
2665468;UNIDADE DE SAUDE DA FAMILIA XIV FREI DAMIAO SABUGI;CENTRO DE SAUDE/UNIDADE BASICA;107654;USF XIV - FREI DAMIAO SABUGI;eSF;CAICÓ;4ª RS;Março;Hipertensão;142;123;90;131;12150;199;61,1
7577273;UNIDADE BASICA DE SAUDE NOVA CAICO;CENTRO DE SAUDE/UNIDADE BASICA;1557750;USF XXV - NOVA CAICO;eSF;CAICÓ;4ª RS;Março;Hipertensão;165;147;124;178;15350;207;74,2
2665492;UNIDADE BASICA DE SAUDE ITANS;CENTRO DE SAUDE/UNIDADE BASICA;1567810;USF XXVI - ITANS;eSF;CAICÓ;4ª RS;Março;Hipertensão;228;168;258;213;21675;322;67,3
6271928;UNIDADE BASICA SILVINO DANTAS;CENTRO DE SAUDE/UNIDADE BASICA;107832;USF XVII - CENTRO;eSF;CAICÓ;4ª RS;Março;Hipertensão;242;229;258;187;22900;330;69,4
2665417;UNIDADE BASICA DE SAUDE SAMANAU;CENTRO DE SAUDE/UNIDADE BASICA;107611;USF XXII - SAMANAU;eSF;CAICÓ;4ª RS;Março;Hipertensão;183;161;286;149;19475;298;65,4
2665506;UNIDADE DE SAUDE DA FAMILIA XII LAGINHAS;CENTRO DE SAUDE/UNIDADE BASICA;107670;USF XII - LAGINHAS;eSF;CAICÓ;4ª RS;Março;Hipertensão;165;161;121;75;13050;233;56
