CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
9846433;UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005290;ESF III;eSF;Manoel Urbano;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;178;167;173;174;17.300;246;70,30
2000962;UNIDADE DE SAUDE JOSEFA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0002321521;EDIVALDO MOTA GONCALVES;eAP;Manoel Urbano;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;0;0;0;0;0;0;0,00
2000962;UNIDADE DE SAUDE JOSEFA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0000005304;ESF II;eSF;Manoel Urbano;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;349;308;405;338;35.000;423;82,70
2000954;UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005282;ESF I;eSF;Manoel Urbano;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;351;317;447;314;35.725;452;79,00
9846433;UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005290;ESF III;eSF;Manoel Urbano;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;186;177;181;186;18.250;254;71,90
2000962;UNIDADE DE SAUDE JOSEFA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0002321521;EDIVALDO MOTA GONCALVES;eAP;Manoel Urbano;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;0;0;0;0;0;0;0,00
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;29;31;70;66;4.900;70;70,00
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;272;225;339;277;27.825;364;76,40
2002132;ESF RIBEIRINHA DR NALDIR MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0002465582;ESF NALDIR MARIANO II;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;161;165;194;190;17.750;198;89,60
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;34;33;76;73;5.400;77;70,10
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;278;235;348;307;29.200;370;78,90
2002132;ESF RIBEIRINHA DR NALDIR MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0002465582;ESF NALDIR MARIANO II;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;154;166;198;191;17.725;200;88,60
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;38;36;82;79;5.875;83;70,80
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;274;227;350;314;29.125;369;78,90
2002132;ESF RIBEIRINHA DR NALDIR MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0002465582;ESF NALDIR MARIANO II;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;154;181;202;197;18.350;203;90,40
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;132;112;180;128;13.800;187;73,80
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;116;101;193;119;13.225;200;66,10
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;138;201;297;238;21.850;348;62,80
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;75;72;122;96;9.125;131;69,70
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;126;118;161;132;13.425;170;79,00
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;165;160;182;217;18.100;246;73,60
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;171;173;240;227;20.275;264;76,80
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;161;143;199;170;16.825;220;76,50
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;122;105;191;116;13.350;199;67,10
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;106;199;306;240;21.275;348;61,10
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;75;76;125;93;9.225;129;71,50
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;129;124;167;129;13.725;175;78,40
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;167;165;184;212;18.200;245;74,30
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;175;182;254;242;21.325;277;77,00
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;159;144;194;164;16.525;215;76,90
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;142;122;180;131;14.375;188;76,50
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;124;112;192;110;13.450;201;66,90
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;83;200;303;236;20.550;346;59,40
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;78;75;124;89;9.150;129;70,90
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;139;128;173;134;14.350;182;78,80
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;161;161;188;193;17.575;241;72,90
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;189;194;260;251;22.350;282;79,30
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;168;156;200;171;17.375;221;78,60
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;86;82;95;19;7.050;135;52,20
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;215;183;307;24;18.225;357;51,10
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;54;34;128;55;6.775;156;43,40
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;149;158;258;134;17.475;282;62,00
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Maio;Cuidado da pessoa com Hipertensão;358;351;522;59;32.250;602;53,60
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;84;83;95;17;6.975;133;52,40
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;234;197;327;22;19.500;370;52,70
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;78;58;182;61;9.475;209;45,30
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;187;199;312;171;21.725;338;64,30
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Junho;Cuidado da pessoa com Hipertensão;362;359;528;64;32.825;611;53,70
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;92;92;101;19;7.600;140;54,30
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;242;210;340;24;20.400;377;54,10
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;102;93;216;76;12.175;241;50,50
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;206;219;345;195;24.125;373;64,70
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Julho;Cuidado da pessoa com Hipertensão;381;371;536;73;34.025;619;55,00
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;59;91;100;97;8.675;103;84,20
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;166;170;196;171;17.575;233;75,40
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Hipertensão;224;281;340;193;25.950;354;73,30
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;63;92;101;93;8.725;104;83,90
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;170;174;214;167;18.125;233;77,80
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Hipertensão;227;287;346;187;26.175;359;72,90
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;81;99;106;98;9.600;110;87,30
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;172;170;218;164;18.100;235;77,00
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Hipertensão;238;288;353;191;26.750;361;74,10
2000490;URAP FRANCISCO RONEY RODRIGUES MEIRELES;CENTRO DE SAUDE/UNIDADE BASICA;0002106108;EAP RONEY MEIRELES;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;87;47;8;39;7.000;107;65,40
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0002372789;ESF FRANCISCO EDUARDO II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;20;12;2;6;1.000;24;41,70
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0002108925;EAP II VILA IVONETE;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;28;16;0;9;2.350;41;57,30
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585029;ESF VALDEISA VALDEZ I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;41;16;4;26;2.175;62;35,10
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002108887;EAP EDUARDO ASSMAR;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;23;17;4;10;1.875;25;75,00
4646770;USF SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0000005509;ESF SAO FRANCISCO;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;176;92;177;48;12.325;289;42,60
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005908;ESF RECANTO DOS BURITIS I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;87;65;39;31;5.550;114;48,70
2000741;URAP ARY RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002223767;EAP II ARY RODRIGUES;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;6;5;0;4;575;8;71,90
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005592;ESF FRANCISCO EDUARDO;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;133;106;65;31;8.375;181;46,30
2000415;URAP SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0002108895;EAP SAO FRANCISCO I;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;17;10;0;5;1.225;17;72,10
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006203;ESF ESPERANCA II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;26;12;19;3;1.500;42;35,70
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005991;ESF RECANTO DOS BURITIS II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;69;50;40;23;4.550;101;45,00
2003228;USF ANTENOR RAMOS I;CENTRO DE SAUDE/UNIDADE BASICA;0000005975;ESF ANTENOR RAMOS II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;118;67;147;16;8.700;164;53,00
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585037;ESF VALDEISA VALDEZ II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;48;32;13;23;2.900;61;47,50
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;125;96;141;32;9.850;177;55,60
2001012;USF MOCINHA MAGALHAES;CENTRO DE SAUDE/UNIDADE BASICA;0000005614;ESF MOCINHA MAGALHAES;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;118;51;95;15;6.975;154;45,30
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0001544721;ESF ESPERANCA III;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;40;22;14;7;2.075;59;35,20
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002172704;ESF EDUARDO ASSMAR;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;7;3;2;1;325;11;29,50
3331776;USF DR RAIMUNDO MOREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006033;ESF DR RAIMUNDO MOREIRA;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;138;93;108;67;10.150;193;52,60
3015513;USF FRANCISCA BARBOSA GUERRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005983;ESF FRANCISCA BARBOSA GUERRA;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;39;16;35;13;2.575;54;47,70
3752259;USF NIMEO INSFRAN MARTINEZ;CENTRO DE SAUDE/UNIDADE BASICA;0000006157;ESF NIMEO INSFRAN MARTINEZ;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;206;146;84;140;14.400;273;52,70
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005584;ESF MARIA BARROSO II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;55;28;48;14;3.625;105;34,50
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;192;104;208;47;13.775;249;55,30
2000830;URAP AUGUSTO HIDALGO DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0002233355;EAP AUGUSTO HIDALGO DE LIMA I;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;16;8;3;5;1.250;21;59,50
3015548;USF PLATILDE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001565117;ESF PLATILDE OLIVEIRA III;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;240;200;174;232;21.150;344;61,50
2001810;USF MARIA DE JESUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005886;ESF MARIA DE JESUS II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;348;318;282;331;31.975;387;82,60
4662296;USF IVACIRENE LOURENCO DO CARMO;CENTRO DE SAUDE/UNIDADE BASICA;0002460629;ESF IVACIRENE LOURENCO;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;91;77;42;42;6.300;114;55,30
2003287;USF MARIANO GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000005924;ESF MARIANO GONZAGA I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;119;63;107;39;8.200;165;49,70
0117382;USF LIDIA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0001717138;USF LIDIA RODRIGUES;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;108;94;90;21;7.825;142;55,10
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0002106094;EAP I VILA IVONETE;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;25;12;3;14;2.275;40;56,90
2000806;USF DOUTOR MARIO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0002058510;ESF CIDADE NOVA II;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;74;44;27;22;4.175;100;41,80
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006181;ESF ESPERANCA I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;105;44;4;14;4.175;137;30,50
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;80;75;32;69;6.400;109;58,70
3331792;USF MARIA VERONICA;CENTRO DE SAUDE/UNIDADE BASICA;0000006068;ESF MARIA VERONICA I;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;40;34;23;15;2.800;52;53,80
2000075;POLICLINICA BARRAL Y BARRAL;CENTRO DE SAUDE/UNIDADE BASICA;0002295113;EAP III - BARRAL Y BARRAL;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;31;20;4;21;3.125;53;59,00
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;117;58;124;39;8.450;168;50,30
2000830;URAP AUGUSTO HIDALGO DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0002233363;EAP AUGUSTO HIDALGO DE LIMA II;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;20;13;6;6;1.600;25;64,00
2000415;URAP SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0002106116;EAP SAO FRANCISCO II;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;14;4;1;8;1.050;16;65,60
6119697;URAP ROZANGELA PIMENTEL FIGUEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002108933;EAP ROZANGELA PIMENTEL;eAP;Rio Branco;Baixo Acre;Maio; Cuidado da pessoa com Hipertensão;21;11;2;8;1.675;27;62,00
