CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
2001845;USF BELO JARDIM I;CENTRO DE SAUDE/UNIDADE BASICA;0000005711;ESF BELO JARDIM I;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;46;34;20;27;35;0;2760;61;45,20
2001845;USF BELO JARDIM I;CENTRO DE SAUDE/UNIDADE BASICA;0000005711;ESF BELO JARDIM I;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;49;42;30;33;35;0;3.230;62;52,10
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;43;28;44;5;17;0;2490;51;48,80
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;47;34;47;10;23;0;2885;58;49,70
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;41;29;40;12;22;0;2565;50;51,30
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;55;38;53;17;27;0;3390;67;50,60
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;61;42;56;17;31;0;3690;76;48,60
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;65;48;59;15;32;0;3905;78;50,10
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;65;48;59;15;32;0;3905;78;50,10
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;66;52;68;19;35;0;4.270;80;53,40
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;34;18;32;5;5;0;1740;43;40,50
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;32;21;37;13;6;0;1980;46;43,00
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;31;24;37;17;8;0;2095;48;43,60
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;31;24;37;17;8;0;2095;48;43,60
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;43;33;39;25;12;0;2.690;50;53,80
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;35;29;36;16;24;2;2485;43;57,80
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;39;31;46;19;31;2;2945;52;56,60
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;29;26;33;15;22;1;2200;38;57,90
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;39;31;39;23;30;2;2850;47;60,60
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;51;42;53;21;37;1;3595;61;58,90
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;51;40;52;21;40;1;3590;64;56,10
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;51;40;52;21;40;1;3590;64;56,10
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;53;42;53;23;44;0;3.755;68;55,20
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;6;4;2;5;5;0;370;9;41,10
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;7;4;3;5;6;0;425;9;47,20
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;12;9;5;10;10;0;775;14;55,40
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;9;7;2;7;8;0;550;10;55,00
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;25;21;11;23;20;0;1680;29;57,90
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;28;27;13;29;25;0;2035;36;56,50
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;28;27;13;29;25;0;2035;36;56,50
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;40;38;18;35;35;0;2.780;51;54,50
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;47;33;30;14;26;0;2635;54;48,80
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;45;34;33;15;24;0;2655;55;48,30
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;48;34;36;11;23;0;2700;58;46,60
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;40;31;31;11;21;0;2365;52;45,50
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;44;27;36;12;23;0;2530;58;43,60
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;47;32;35;12;24;0;2660;60;44,30
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;47;32;35;12;24;0;2660;60;44,30
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;43;30;39;13;25;0;2.660;62;42,90
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;59;35;53;15;46;0;3680;69;53,30
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;27;16;17;8;15;0;1465;29;50,50
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;36;16;38;6;22;0;2140;48;44,60
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;56;34;57;17;45;0;3700;73;50,70
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;27;16;17;7;14;0;1435;29;49,50
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;38;16;40;8;17;0;2175;52;41,80
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;54;33;57;16;43;0;3600;70;51,40
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;27;16;17;5;12;0;1375;29;47,40
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;41;18;40;8;20;0;2310;52;44,40
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;45;26;43;10;32;0;2780;59;47,10
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;22;12;18;4;13;0;1235;30;41,20
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;29;12;27;5;18;0;1645;36;45,70
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;63;37;64;13;46;0;3980;81;49,10
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;28;16;21;5;14;0;1505;37;40,70
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;52;19;54;8;34;0;3035;66;46,00
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;65;39;59;14;41;0;3890;79;49,20
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;27;17;21;7;14;0;1530;38;40,30
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;52;18;58;7;36;0;3115;68;45,80
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;65;39;59;14;41;0;3890;79;49,20
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;27;17;21;7;14;0;1530;38;40,30
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;52;18;58;7;36;0;3115;68;45,80
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;68;49;57;20;45;0;4.210;82;51,30
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;24;19;14;4;15;0;1.330;37;35,90
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;48;22;59;4;34;0;3.040;69;44,10
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;39;17;30;18;17;0;2160;51;42,40
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;35;12;28;25;13;0;2010;41;49,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;45;18;34;19;22;0;2465;57;43,20
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;38;12;28;24;16;0;2100;42;50,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;42;18;33;21;21;0;2400;58;41,40
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;40;12;28;23;17;0;2140;46;46,50
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;32;10;30;11;19;0;1840;44;41,80
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;44;11;32;25;21;0;2375;51;46,60
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;43;19;39;14;23;0;2480;56;44,30
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;42;15;33;24;20;0;2385;53;45,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;51;26;42;16;27;0;2895;60;48,30
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;43;13;34;13;21;0;2245;51;44,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;51;26;42;16;27;0;2895;60;48,30
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;43;13;34;13;21;0;2245;51;44,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;51;31;39;23;31;0;3.075;60;51,30
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;40;26;36;23;24;0;2.615;50;52,30
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;22;14;11;5;16;0;1185;31;38,20
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;33;19;25;14;29;0;2090;47;44,50
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;25;15;16;12;19;0;1510;39;38,70
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;40;18;26;16;32;0;2310;50;46,20
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;24;15;20;13;18;0;1570;42;37,40
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;22;10;13;4;14;0;1120;31;36,10
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;36;15;24;12;30;0;2055;45;45,70
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Março;Cuidado da pessoa com Diabetes;26;17;19;10;20;0;1605;41;39,10
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;16;9;7;3;12;0;820;25;32,80
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;32;15;25;8;22;0;1815;40;45,40
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Abril;Cuidado da pessoa com Diabetes;32;18;22;10;24;0;1860;44;42,30
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;25;15;15;4;13;0;1280;35;36,60
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;38;16;32;5;29;0;2150;50;43,00
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Maio;Cuidado da pessoa com Diabetes;32;18;24;10;24;0;1900;43;44,20
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;24;14;16;4;14;0;1280;36;35,60
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;48;19;25;6;32;0;2315;61;38,00
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Junho;Cuidado da pessoa com Diabetes;34;14;24;11;22;0;1865;46;40,50
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;24;14;16;4;14;0;1280;36;35,60
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;48;19;25;6;32;0;2315;61;38,00
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Julho;Cuidado da pessoa com Diabetes;34;14;24;11;22;0;1865;46;40,50
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;24;14;15;5;14;0;1.275;35;36,40
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;44;19;33;7;29;0;2.365;63;37,50
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Agosto;Cuidado da pessoa com Diabetes;36;18;26;9;19;0;1.930;50;38,60
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005584;ESF MARIA BARROSO II;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;23;13;14;7;20;1;1355;30;45,20
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0001615769;ESF MARIA BARROSO III;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;15;12;4;8;13;0;875;25;35,00
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005843;ESF MARIA BARROSO I;eSF;Rio Branco;Baixo Acre;Janeiro;Cuidado da pessoa com Diabetes;56;36;27;21;43;0;3160;86;36,70
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005584;ESF MARIA BARROSO II;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;21;15;16;9;23;1;1460;31;47,10
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0001615769;ESF MARIA BARROSO III;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;20;15;2;8;17;0;1040;30;34,70
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005843;ESF MARIA BARROSO I;eSF;Rio Branco;Baixo Acre;Fevereiro;Cuidado da pessoa com Diabetes;57;36;32;19;48;0;3325;90;36,90
