CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;Distrito;OSS;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
3219771;UBS JARDIM DA CONQUISTA II;CENTRO DE SAUDE/UNIDADE BASICA;365173;004- CQII;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;26;14;15;13;21;16;11;9;8;8;26;1529;31;49,32
2787806;UBS JARDIM SAO NICOLAU;CENTRO DE SAUDE/UNIDADE BASICA;359726;4063 - EQUIPE 3;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;5;0;1;0;0;7;0;0;0;0;4;158;7;22,57
2086808;UBS JARDIM SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;355372;EQUIPE 02 VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;11;2;12;10;17;15;2;7;6;4;16;929;29;32,03
6165516;UBS VILA CAMPESTRE;CENTRO DE SAUDE/UNIDADE BASICA;368679;4404 EQUIPE 4 - VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;22;13;15;10;20;14;9;10;9;5;18;1327;24;55,29
2786745;UBS ALTO DO UMUARAMA;CENTRO DE SAUDE/UNIDADE BASICA;356220;ALTO DO UMUARAMA - BRANCA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Maio;Gestantes e puérperas;2;2;1;1;0;2;2;0;0;0;2;110;2;55
4050207;UBS VILA NOVA CURUCA;CENTRO DE SAUDE/UNIDADE BASICA;367346;EQUIPE 02;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;11;5;11;10;6;10;4;6;3;4;12;749;22;34,05
4049810;UBS VILA DAS BELEZAS ALBERTO AMBROSIO;CENTRO DE SAUDE/UNIDADE BASICA;366498;V DAS BELEZAS 3;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;1;1;1;1;0;1;1;1;1;2;1;100;4;25
4050150;UBS PARELHEIROS;CENTRO DE SAUDE/UNIDADE BASICA;1659200;PARELHEIROS II;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;22;10;13;8;17;13;6;7;4;3;16;1093;22;49,68
2787369;UBS JARDIM ELIANE;CENTRO DE SAUDE/UNIDADE BASICA;358401;JD. ELIANE V;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;25;17;20;17;16;19;5;4;7;5;18;1402;27;51,93
2787113;UBS HUMAITA DR JOAO DE AZEVEDO LAGE;CENTRO DE SAUDE/UNIDADE BASICA;357553;ESF HUMAITA 03 C AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;2;3;3;3;2;4;0;1;0;1;3;200;4;50
2789310;UBS VILA COSMOPOLITA;CENTRO DE SAUDE/UNIDADE BASICA;2466961;EQUIPE 4 / UBS COSMOPOLITA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;5;3;9;7;11;9;2;8;2;1;13;635;21;30,24
2788136;UBS MOINHO VELHO;CENTRO DE SAUDE/UNIDADE BASICA;360716;MOINHO VELHO - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;15;10;9;6;11;9;6;6;4;0;10;789;18;43,83
2787334;UBS JARDIM DAS CAMELIAS;CENTRO DE SAUDE/UNIDADE BASICA;1711431;05 PRETO;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;3;0;1;0;5;5;1;0;2;2;8;246;11;22,36
4466713;UBS SANTO DIAS;CENTRO DE SAUDE/UNIDADE BASICA;369527;002 - EQUIPE 02;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;26;15;21;16;19;18;9;11;5;5;16;1475;33;44,7
2789094;UBS VILA NOSSA SENHORA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;2262347;AMARELO ;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6974511;UBS VILA DIONISIA II;CENTRO DE SAUDE/UNIDADE BASICA;369543;EQ 1;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;12;8;9;1;6;11;0;1;5;1;6;552;13;42,46
2787490;UBS JARDIM IVA;CENTRO DE SAUDE/UNIDADE BASICA;358886;4002 - EQUIPE LUA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;28;15;16;15;24;18;17;7;8;6;29;1675;32;52,34
2788071;UBS MARIA CECILIA DONNANGELO;CENTRO DE SAUDE/UNIDADE BASICA;2265850;EAP 1 - M CECILIA;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6194990;AMA UBS CHACARA CRUZEIRO DO SUL ZELIA L M DORO;CENTRO DE SAUDE/UNIDADE BASICA;368695;4111 - EQUIPE 1;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;5;0;0;0;0;5;3;0;0;0;0;122;6;20,33
5975220;UBS SE;CENTRO DE SAUDE/UNIDADE BASICA;368210;ESF SE 06 - VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;1;1;1;1;1;1;1;0;0;0;0;64;1;64
4050207;UBS VILA NOVA CURUCA;CENTRO DE SAUDE/UNIDADE BASICA;367362;EQUIPE 06;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;14;2;12;12;9;12;4;7;6;2;12;842;23;36,61
3219771;UBS JARDIM DA CONQUISTA II;CENTRO DE SAUDE/UNIDADE BASICA;365181;003- CQII;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;23;10;13;11;15;11;6;6;4;2;23;1139;24;47,46
2086816;UBS VERA CRUZ DR FERNANDO PROENCA DE GOUVEA;CENTRO DE SAUDE/UNIDADE BASICA;355380;J VERA CRUZ 1;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;50;23;30;26;38;20;28;17;12;9;46;2741;52;52,71
2787121;UBS IGUACU MARIA JOSE MARIANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;357561;4215 - EQUIPE 5 ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;10;3;7;5;11;5;2;1;1;1;9;505;11;45,91
2787806;UBS JARDIM SAO NICOLAU;CENTRO DE SAUDE/UNIDADE BASICA;359742;4061 - EQUIPE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;9;2;3;2;4;8;2;0;0;0;4;315;10;31,5
2787490;UBS JARDIM IVA;CENTRO DE SAUDE/UNIDADE BASICA;358894;4001 - EQUIPE SOL;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;12;9;13;10;13;9;8;1;9;6;14;948;15;63,2
6194990;AMA UBS CHACARA CRUZEIRO DO SUL ZELIA L M DORO;CENTRO DE SAUDE/UNIDADE BASICA;368687;4112 - EQUIPE 2;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788136;UBS MOINHO VELHO;CENTRO DE SAUDE/UNIDADE BASICA;360724;MOINHO VELHO - AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;28;11;12;9;21;12;12;2;7;8;21;1315;34;38,68
6974511;UBS VILA DIONISIA II;CENTRO DE SAUDE/UNIDADE BASICA;369535;EQ 2;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;16;9;12;7;13;12;5;1;6;3;6;826;21;39,33
2788705;UBS VILA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;362905;APARECIDA 4;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;11;4;2;4;5;8;1;0;3;2;3;398;16;24,88
6974511;UBS VILA DIONISIA II;CENTRO DE SAUDE/UNIDADE BASICA;369551;EQ 3;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;15;6;7;1;11;12;3;1;7;6;3;663;18;36,83
2788543;AMA UBS SAO VICENTE DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;2261049;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;3;2;2;2;0;2;3;1;2;0;2;228;3;76
2787407;UBS JARDIM GUANABARA;CENTRO DE SAUDE/UNIDADE BASICA;2265885;EAP 2 - JD GUANABARA;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788640;UBS SANTO AMARO DR SERGIO VILLACA BRAGA;CENTRO DE SAUDE/UNIDADE BASICA;2265400;EAP - UBS STO. AMARO 3;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2786745;UBS ALTO DO UMUARAMA;CENTRO DE SAUDE/UNIDADE BASICA;356239;ALTO DO UMUARAMA - AMARELA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Maio;Gestantes e puérperas;3;2;2;0;0;2;3;0;0;0;3;138;3;46
4050029;UBS VILA REGINA;CENTRO DE SAUDE/UNIDADE BASICA;2262371;AMARELO ;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4050150;UBS PARELHEIROS;CENTRO DE SAUDE/UNIDADE BASICA;1659219;PARELHEIROS III;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;21;10;10;7;15;14;7;3;2;5;10;957;25;38,28
4050215;UBS VILA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;367370;EQUIPE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;15;7;10;12;9;14;4;5;5;3;17;924;21;44
7128940;UBS JARDIM MIRIAM II;CENTRO DE SAUDE/UNIDADE BASICA;1549804;UBS JD. MIRIAM II 4;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;17;9;2;7;2;14;6;2;9;7;4;728;21;34,67
4050150;UBS PARELHEIROS;CENTRO DE SAUDE/UNIDADE BASICA;1659227;PARELHEIROS IV;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;13;7;7;6;9;10;0;0;3;1;9;598;13;46
2787806;UBS JARDIM SAO NICOLAU;CENTRO DE SAUDE/UNIDADE BASICA;359750;4062 - EQUIPE 02;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;6;0;0;0;1;7;0;0;0;0;3;159;7;22,71
2788705;UBS VILA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;362913;APARECIDA 2;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;16;5;2;6;9;10;6;1;5;6;1;619;19;32,58
2788136;UBS MOINHO VELHO;CENTRO DE SAUDE/UNIDADE BASICA;360732;MOINHO VELHO - LARANJA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;9;6;7;5;7;5;4;3;0;0;6;477;9;53
2787407;UBS JARDIM GUANABARA;CENTRO DE SAUDE/UNIDADE BASICA;2265877;EAP 1 - JD GUANABARA;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2789094;UBS VILA NOSSA SENHORA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;2262363;BRANCO ;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2086816;UBS VERA CRUZ DR FERNANDO PROENCA DE GOUVEA;CENTRO DE SAUDE/UNIDADE BASICA;355399;J VERA CRUZ 4;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;31;16;18;15;22;15;14;12;8;4;28;1678;34;49,35
3738604;UBS PARQUE MARIA DOMITILA;CENTRO DE SAUDE/UNIDADE BASICA;366056;DOMITILA - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;14;2;2;1;7;5;4;1;1;0;13;464;17;27,29
2786745;UBS ALTO DO UMUARAMA;CENTRO DE SAUDE/UNIDADE BASICA;356247;ALTO DO UMUARAMA - VERMELHA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Maio;Gestantes e puérperas;0;0;0;0;0;1;0;0;0;0;1;18;1;18
2042975;UBS DR OSWALDO MARASCA JUNIOR;CENTRO DE SAUDE/UNIDADE BASICA;2261030;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;4;2;3;1;0;2;1;1;2;0;3;265;5;53
7128940;UBS JARDIM MIRIAM II;CENTRO DE SAUDE/UNIDADE BASICA;1549820;UBS JD. MIRIAM II 5;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;21;7;1;6;4;7;4;0;3;5;3;570;22;25,91
2788136;UBS MOINHO VELHO;CENTRO DE SAUDE/UNIDADE BASICA;360740;MOINHO - VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;9;5;5;3;6;5;2;2;3;1;6;432;10;43,2
5975220;UBS SE;CENTRO DE SAUDE/UNIDADE BASICA;368229;ESF SE 04 - CINZA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;4;0;0;0;1;1;3;0;0;0;3;112;5;22,4
4050150;UBS PARELHEIROS;CENTRO DE SAUDE/UNIDADE BASICA;1659235;PARELHEIROS V;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;26;13;15;9;14;16;10;2;7;6;17;1241;35;35,46
2787008;UBS DOMINGOS MANTELLI;CENTRO DE SAUDE/UNIDADE BASICA;357103;MANTELLI - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;34;15;19;10;24;14;16;12;8;3;22;1627;43;37,84
2786745;UBS ALTO DO UMUARAMA;CENTRO DE SAUDE/UNIDADE BASICA;356255;ALTO DO UMUARAMA - AZUL;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Maio;Gestantes e puérperas;5;3;2;2;0;2;4;2;0;0;6;239;6;39,83
3738604;UBS PARQUE MARIA DOMITILA;CENTRO DE SAUDE/UNIDADE BASICA;366048;DOMITILA - AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;8;3;3;2;4;3;2;1;2;1;6;323;9;35,89
2788705;UBS VILA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;362921;APARECIDA 1;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;17;3;0;2;9;5;6;0;1;1;1;422;19;22,21
2027305;UBS PROFETA JEREMIAS;CENTRO DE SAUDE/UNIDADE BASICA;354074;EQUIPE III;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;4;3;3;4;3;3;2;2;2;2;6;310;7;44,29
4466713;UBS SANTO DIAS;CENTRO DE SAUDE/UNIDADE BASICA;2462559;EAP 1 - SANTO DIAS;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2027526;UBS JARDIM NELIA;CENTRO DE SAUDE/UNIDADE BASICA;1665901;EQUIPE 08 - LILAS;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;27;17;14;15;21;22;5;13;3;5;29;1566;37;42,32
2789302;UBS VELEIROS;CENTRO DE SAUDE/UNIDADE BASICA;2267608;EAP - VELEIROS 2;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2752336;UBS DR HUMBERTO PASCALE SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;2265427;EAP SANTA CECILIA 1;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788055;UBS LUIZ ERNESTO MAZZONI;CENTRO DE SAUDE/UNIDADE BASICA;2261065;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;1;1;1;1;0;0;1;0;0;0;0;64;1;64
2787369;UBS JARDIM ELIANE;CENTRO DE SAUDE/UNIDADE BASICA;358436;JD. ELIANE VI;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;20;13;13;13;14;14;2;1;6;3;8;983;22;44,68
5975220;UBS SE;CENTRO DE SAUDE/UNIDADE BASICA;368245;ESF SE 05 - LARANJA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;1;1;1;1;0;1;1;0;0;0;0;55;1;55
2787121;UBS IGUACU MARIA JOSE MARIANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;357588;4216 - EQUIPE 6 LARANJA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;34;20;23;18;28;16;22;16;11;6;36;2104;38;55,37
4050215;UBS VILA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;367397;EQUIPE 05;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;20;7;16;16;16;21;2;5;6;7;23;1271;29;43,83
4050029;UBS VILA REGINA;CENTRO DE SAUDE/UNIDADE BASICA;2262398;AZUL ;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787474;UBS JARDIM ICARAI QUINTANA;CENTRO DE SAUDE/UNIDADE BASICA;2263246;EAP - ICARAI 3;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;1;0;0;0;0;0;1;0;0;0;1;46;1;46
3738604;UBS PARQUE MARIA DOMITILA;CENTRO DE SAUDE/UNIDADE BASICA;366064;DOMITILA - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;13;5;6;4;12;9;7;3;4;1;11;688;17;40,47
2786753;UBS DR ANTONIO PIRES FERREIRA VILLALOBO;CENTRO DE SAUDE/UNIDADE BASICA;356263;4073 - EQUIPE 3;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787121;UBS IGUACU MARIA JOSE MARIANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;357596;4213 - EQUIPE 3 AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;22;10;14;11;22;14;15;6;7;2;20;1309;24;54,54
2787873;AMA UBS JARDIM SANTO ANDRE;CENTRO DE SAUDE/UNIDADE BASICA;2179393;EQUIPE AZUL;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;29;13;1;7;14;15;1;5;3;8;25;1460;30;48,67
2787024;AMA UBS ELISIO TEIXEIRA LEITE;CENTRO DE SAUDE/UNIDADE BASICA;357111;BOA VISTA EQ02 VIOLETA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;25;11;13;6;22;13;13;5;5;6;23;1303;27;48,26
5975220;UBS SE;CENTRO DE SAUDE/UNIDADE BASICA;368237;ESF SE 03 - LILAS;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;2;1;1;1;2;2;1;0;1;0;2;119;2;59,5
4050215;UBS VILA SANTANA;CENTRO DE SAUDE/UNIDADE BASICA;367389;EQUIPE 03;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;10;5;11;12;7;9;0;4;7;3;13;739;17;43,47
4050150;UBS PARELHEIROS;CENTRO DE SAUDE/UNIDADE BASICA;1659243;PARELHEIROS VI;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;20;13;13;12;14;12;7;1;9;5;13;1091;22;49,59
2787369;UBS JARDIM ELIANE;CENTRO DE SAUDE/UNIDADE BASICA;358444;JD. ELIANE III;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;28;11;14;12;17;14;8;6;5;3;7;1153;30;38,43
2788365;UBS PARQUE NOVO SANTO AMARO;CENTRO DE SAUDE/UNIDADE BASICA;361607;PQ NOVO SANTO AMARO 2;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;31;19;20;16;25;21;28;13;12;6;28;2002;34;58,88
2027305;UBS PROFETA JEREMIAS;CENTRO DE SAUDE/UNIDADE BASICA;354082;EQUIPE I;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;14;2;4;4;13;5;5;2;2;2;10;581;16;36,31
2788640;UBS SANTO AMARO DR SERGIO VILLACA BRAGA;CENTRO DE SAUDE/UNIDADE BASICA;2265419;EAP - UBS STO. AMARO 4;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6377742;UBS VILA CAIUBA;CENTRO DE SAUDE/UNIDADE BASICA;369101;CAIUBA-EQ06 ECLIPSE;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;43;23;23;9;34;28;19;6;8;4;32;2104;49;42,94
6998186;UBS VILA NATAL;CENTRO DE SAUDE/UNIDADE BASICA;369586;VILA NATAL 01;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;24;13;14;12;19;16;4;2;5;6;21;1248;26;48
2787474;UBS JARDIM ICARAI QUINTANA;CENTRO DE SAUDE/UNIDADE BASICA;2263238;EAP -. ICARAI 2;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2787822;UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO;CENTRO DE SAUDE/UNIDADE BASICA;359777;4141 - EQUIPE 01;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;22;8;13;11;16;12;15;3;6;9;15;1192;23;51,83
2787830;UBS JARDIM SECKLER;CENTRO DE SAUDE/UNIDADE BASICA;2261057;EAP01;eAP;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3738647;AMA UBS JARDIM DA CONQUISTA III;CENTRO DE SAUDE/UNIDADE BASICA;366072;EQUIPE IV - VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;14;8;4;7;7;14;0;0;3;2;18;707;20;35,35
2027526;UBS JARDIM NELIA;CENTRO DE SAUDE/UNIDADE BASICA;1665928;EQUIPE 09 - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;17;7;8;7;14;15;9;7;0;2;22;989;27;36,63
2786753;UBS DR ANTONIO PIRES FERREIRA VILLALOBO;CENTRO DE SAUDE/UNIDADE BASICA;356271;4071 - EQUIPE TRAVESSIA;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;3;0;0;0;1;1;3;0;0;0;1;84;3;28
2027305;UBS PROFETA JEREMIAS;CENTRO DE SAUDE/UNIDADE BASICA;354090;EQUIPE IV;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;11;2;5;4;6;7;2;3;3;3;10;515;13;39,62
2787369;UBS JARDIM ELIANE;CENTRO DE SAUDE/UNIDADE BASICA;358452;JD. ELIANE X;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;20;12;13;13;11;10;7;3;2;2;9;938;22;42,64
2787652;UBS JARDIM NITEROI;CENTRO DE SAUDE/UNIDADE BASICA;359300;NITEROI 5;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;8;3;3;3;4;4;2;0;2;1;3;305;9;33,89
2787822;UBS JARDIM SAPOPEMBA PROF DR HUMBERTO DELBONI FILHO;CENTRO DE SAUDE/UNIDADE BASICA;359785;4146 - EQUIPE 06;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;17;9;12;10;12;11;11;9;4;4;13;1025;19;53,95
6974511;UBS VILA DIONISIA II;CENTRO DE SAUDE/UNIDADE BASICA;369578;EQ 4;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;16;10;11;7;6;13;3;0;9;2;6;763;18;42,39
2788381;UBS PARQUE REGINA PERINA ALVES TEIXEIRA;CENTRO DE SAUDE/UNIDADE BASICA;361615;REGINA - PRATA;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Maio;Gestantes e puérperas;15;10;9;9;12;14;1;1;9;3;17;915;23;39,78
2787814;UBS JARDIM SAO NORBERTO;CENTRO DE SAUDE/UNIDADE BASICA;1659251;SAO NORBERTO I;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;23;12;13;12;17;14;5;2;9;6;14;1166;26;44,85
2788705;UBS VILA APARECIDA;CENTRO DE SAUDE/UNIDADE BASICA;362948;APARECIDA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Maio;Gestantes e puérperas;21;13;1;11;8;11;4;10;6;3;4;849;25;33,96
